"doc_id","date","type","type_id","mime","mime_id","url","state_link","text_size","text_hash","alt_bill_text","alt_mime","alt_mime_id","alt_state_link","alt_text_size","alt_text_hash","_dlt_root_id","_dlt_parent_id","_dlt_list_idx","_dlt_id"
3027106,"2024-11-12","Introduced",1,"text/html",1,"https://legiscan.com/TX/text/HB911/id/3027106","https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00911I.htm",10570,"06a9e6112e121106da971e617802438e",0,"",0,"",0,"","xA6KyuPelnzLkg","xA6KyuPelnzLkg",0,"+DTqGC51vGP7jw"
3027341,"2024-11-12","Introduced",1,"text/html",1,"https://legiscan.com/TX/text/HB965/id/3027341","https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00965I.htm",16236,"bd13ca3230726b33fcefc2f25c51b766",0,"",0,"",0,"","xeJdVbHeI8I2uA","xeJdVbHeI8I2uA",0,"YdtoAECjs566Mg"
3028192,"2024-11-15","Introduced",1,"text/html",1,"https://legiscan.com/TX/text/HB991/id/3028192","https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00991I.htm",306272,"afedc7f66786f752782787855a36d11b",0,"",0,"",0,"","HgPEGkRH0pXchA","HgPEGkRH0pXchA",0,"rLhpaI5jD5cp6A"
3026338,"2024-11-12","Introduced",1,"text/html",1,"https://legiscan.com/TX/text/HB1143/id/3026338","https://capitol.texas.gov/tlodocs/89R/billtext/html/HB01143I.htm",6076,"c8210495c307b47b97abd3c1ae3401ec",0,"",0,"",0,"","OBvBWf5CJCioZg","OBvBWf5CJCioZg",0,"1Ka69+6aE84qow"
3026440,"2024-11-12","Introduced",1,"text/html",1,"https://legiscan.com/TX/text/HB1161/id/3026440","https://capitol.texas.gov/tlodocs/89R/billtext/html/HB01161I.htm",72169,"7611442258827d136f7672d40af2ef64",0,"",0,"",0,"","1ifIXmYV+iRywg","1ifIXmYV+iRywg",0,"qMfnJ5Hkj/UMSg"
3027009,"2024-11-12","Introduced",1,"text/html",1,"https://legiscan.com/TX/text/HB1219/id/3027009","https://capitol.texas.gov/tlodocs/89R/billtext/html/HB01219I.htm",9418,"d355e2651efdb6f9624e1c3d813f84e0",0,"",0,"",0,"","KgvH6c3Ig1Uxlw","KgvH6c3Ig1Uxlw",0,"gBJuBJ+lCqh6zg"
3026257,"2024-11-12","Introduced",1,"text/html",1,"https://legiscan.com/TX/text/HB1220/id/3026257","https://capitol.texas.gov/tlodocs/89R/billtext/html/HB01220I.htm",27048,"beb205de55a99c37b934e916dc3a07ce",0,"",0,"",0,"","vw9/umqCQfoLew","vw9/umqCQfoLew",0,"EPv2lbtDGQRxVg"
3027914,"2024-11-13","Introduced",1,"text/html",1,"https://legiscan.com/TX/text/HB1254/id/3027914","https://capitol.texas.gov/tlodocs/89R/billtext/html/HB01254I.htm",10308,"8e4ea08e27fc9e23699bb96b05dd0169",0,"",0,"",0,"","Koe9VEwfbFESkQ","Koe9VEwfbFESkQ",0,"EpEx6xpcUutIWg"
3028229,"2024-11-13","Introduced",1,"text/html",1,"https://legiscan.com/TX/text/HB1304/id/3028229","https://capitol.texas.gov/tlodocs/89R/billtext/html/HB01304I.htm",21992,"c7c80a80aada7dfbb621253febb278f1",0,"",0,"",0,"","BPVgCW3gJU3ZeA","BPVgCW3gJU3ZeA",0,"KqTZP0vmSIC3Fg"
3028239,"2024-11-15","Introduced",1,"text/html",1,"https://legiscan.com/TX/text/HB1339/id/3028239","https://capitol.texas.gov/tlodocs/89R/billtext/html/HB01339I.htm",6590,"e551c81bbb1bd965b8fb5dba5685a83f",0,"",0,"",0,"","lt7FTxnra3HoBA","lt7FTxnra3HoBA",0,"MPfU2TV5INLumA"
3030012,"2024-12-03","Introduced",1,"text/html",1,"https://legiscan.com/TX/text/HB1493/id/3030012","https://capitol.texas.gov/tlodocs/89R/billtext/html/HB01493I.htm",7373,"bdb92f8b143ed798e352b25aad648173",0,"",0,"",0,"","LDLP0LsK2TDVcw","LDLP0LsK2TDVcw",0,"tobwHWz49wF16A"
3032317,"2024-12-11","Introduced",1,"text/html",1,"https://legiscan.com/TX/text/HB1578/id/3032317","https://capitol.texas.gov/tlodocs/89R/billtext/html/HB01578I.htm",20805,"a592d95e5d13bac63fa379f20033e975",0,"",0,"",0,"","lhwIqJLc9QU6+A","lhwIqJLc9QU6+A",0,"pdo7EmtOeeLVsQ"
3033723,"2024-12-16","Introduced",1,"text/html",1,"https://legiscan.com/TX/text/HB1636/id/3033723","https://capitol.texas.gov/tlodocs/89R/billtext/html/HB01636I.htm",6628,"b34a5cfc5b2e28fdde6995b028d37bf3",0,"",0,"",0,"","zIDCUESFgH4QzQ","zIDCUESFgH4QzQ",0,"vpBp6YWN5aTHXg"
3034089,"2024-12-18","Introduced",1,"text/html",1,"https://legiscan.com/TX/text/HB1651/id/3034089","https://capitol.texas.gov/tlodocs/89R/billtext/html/HB01651I.htm",8740,"f199bae4bc83e00a1dd7fae158a673c1",0,"",0,"",0,"","F5EU+qAl6CDWOA","F5EU+qAl6CDWOA",0,"JWp0xF/WNwRKnw"
