bill_id,number,change_hash,url,status_date,status,title,description
1891167,,4bfcc3f31693cf0a9c12f6af7aa1e387,https://legiscan.com/TX/bill/SB257/2025,2024-11-12,1,Relating to exceptions to and the repeal of certain laws prohibiting abortion.,Relating to exceptions to and the repeal of certain laws prohibiting abortion.
